news_id,publish_time,lifespan_end
N26319,2019-11-09 00:02:50,2019-11-10 12:02:50
N29536,2019-11-09 00:02:50,2019-11-10 12:02:50
N38783,2019-11-09 00:02:50,2019-11-10 12:02:50
N30295,2019-11-09 00:02:50,2019-11-10 12:02:50
N47401,2019-11-09 00:02:50,2019-11-10 12:02:50
N39949,2019-11-09 00:02:50,2019-11-10 12:02:50
N43083,2019-11-09 00:02:50,2019-11-10 12:02:50
N33981,2019-11-09 00:02:50,2019-11-10 12:02:50
N43587,2019-11-09 00:02:50,2019-11-10 12:02:50
N42266,2019-11-09 00:02:50,2019-11-10 12:02:50
N62838,2019-11-09 00:02:50,2019-11-10 12:02:50
N279,2019-11-09 00:02:50,2019-11-10 12:02:50
N59030,2019-11-09 00:02:50,2019-11-10 12:02:50
N59576,2019-11-09 00:03:09,2019-11-10 12:03:09
N20049,2019-11-09 00:03:09,2019-11-10 12:03:09
N2389,2019-11-09 00:03:09,2019-11-10 12:03:09
N54634,2019-11-09 00:03:09,2019-11-10 12:03:09
N47061,2019-11-09 00:03:09,2019-11-10 12:03:09
N7313,2019-11-09 00:03:09,2019-11-10 12:03:09
N62801,2019-11-09 00:03:09,2019-11-10 12:03:09
N23575,2019-11-09 00:03:09,2019-11-10 12:03:09
N29017,2019-11-09 00:03:09,2019-11-10 12:03:09
N21342,2019-11-09 00:03:09,2019-11-10 12:03:09
N48925,2019-11-09 00:03:09,2019-11-10 12:03:09
N62689,2019-11-09 00:03:09,2019-11-10 12:03:09
N30108,2019-11-09 00:03:09,2019-11-10 12:03:09
N25546,2019-11-09 00:03:09,2019-11-10 12:03:09
N54890,2019-11-09 00:03:09,2019-11-10 12:03:09
N5889,2019-11-09 00:03:09,2019-11-10 12:03:09
N1026,2019-11-09 00:03:09,2019-11-10 12:03:09
N14522,2019-11-09 00:03:09,2019-11-10 12:03:09
N20567,2019-11-09 00:03:09,2019-11-10 12:03:09
N18708,2019-11-09 00:03:09,2019-11-10 12:03:09
N36786,2019-11-09 00:03:28,2019-11-10 12:03:28
N15194,2019-11-09 00:03:28,2019-11-10 12:03:28
N22617,2019-11-09 00:03:28,2019-11-10 12:03:28
N28413,2019-11-09 00:03:28,2019-11-10 12:03:28
N61074,2019-11-09 00:03:28,2019-11-10 12:03:28
N36964,2019-11-09 00:03:28,2019-11-10 12:03:28
N57238,2019-11-09 00:03:28,2019-11-10 12:03:28
N43492,2019-11-09 00:03:28,2019-11-10 12:03:28
N46992,2019-11-09 00:03:28,2019-11-10 12:03:28
N10073,2019-11-09 00:03:28,2019-11-10 12:03:28
N64190,2019-11-09 00:03:28,2019-11-10 12:03:28
N14164,2019-11-09 00:03:28,2019-11-10 12:03:28
N51002,2019-11-09 00:03:28,2019-11-10 12:03:28
N13486,2019-11-09 00:03:28,2019-11-10 12:03:28
N3652,2019-11-09 00:03:28,2019-11-10 12:03:28
N56479,2019-11-09 00:03:28,2019-11-10 12:03:28
N12465,2019-11-09 00:03:28,2019-11-10 12:03:28
N20729,2019-11-09 00:03:28,2019-11-10 12:03:28
N9019,2019-11-09 00:03:28,2019-11-10 12:03:28
N3128,2019-11-09 00:03:28,2019-11-10 12:03:28
N11738,2019-11-09 00:03:28,2019-11-10 12:03:28
N47020,2019-11-09 00:04:04,2019-11-10 12:04:04
N15117,2019-11-09 00:04:04,2019-11-10 12:04:04
N36086,2019-11-09 00:04:04,2019-11-10 12:04:04
N11911,2019-11-09 00:04:04,2019-11-10 12:04:04
N6960,2019-11-09 00:04:04,2019-11-10 12:04:04
N1082,2019-11-09 00:04:04,2019-11-10 12:04:04
N17468,2019-11-09 00:04:19,2019-11-10 12:04:19
N48352,2019-11-09 00:04:19,2019-11-10 12:04:19
N37764,2019-11-09 00:04:19,2019-11-10 12:04:19
N1914,2019-11-09 00:04:35,2019-11-10 12:04:35
N58051,2019-11-09 00:04:35,2019-11-10 12:04:35
N51225,2019-11-09 00:04:45,2019-11-10 12:04:45
N23113,2019-11-09 00:04:45,2019-11-10 12:04:45
N63835,2019-11-09 00:04:45,2019-11-10 12:04:45
N54287,2019-11-09 00:04:46,2019-11-10 12:04:46
N20824,2019-11-09 00:04:46,2019-11-10 12:04:46
N53011,2019-11-09 00:04:46,2019-11-10 12:04:46
N14364,2019-11-09 00:04:46,2019-11-10 12:04:46
N60670,2019-11-09 00:04:46,2019-11-10 12:04:46
N35737,2019-11-09 00:04:46,2019-11-10 12:04:46
N26286,2019-11-09 00:04:46,2019-11-10 12:04:46
N20766,2019-11-09 00:04:46,2019-11-10 12:04:46
N4912,2019-11-09 00:04:46,2019-11-10 12:04:46
N33947,2019-11-09 00:04:46,2019-11-10 12:04:46
N59380,2019-11-09 00:04:46,2019-11-10 12:04:46
N41606,2019-11-09 00:04:46,2019-11-10 12:04:46
N24599,2019-11-09 00:04:46,2019-11-10 12:04:46
N34520,2019-11-09 00:04:46,2019-11-10 12:04:46
N10242,2019-11-09 00:04:46,2019-11-10 12:04:46
N60770,2019-11-09 00:04:46,2019-11-10 12:04:46
N48504,2019-11-09 00:04:46,2019-11-10 12:04:46
N16710,2019-11-09 00:04:46,2019-11-10 12:04:46
N54397,2019-11-09 00:04:46,2019-11-10 12:04:46
N41090,2019-11-09 00:04:46,2019-11-10 12:04:46
N39979,2019-11-09 00:04:46,2019-11-10 12:04:46
N34915,2019-11-09 00:04:46,2019-11-10 12:04:46
N49842,2019-11-09 00:04:46,2019-11-10 12:04:46
N23486,2019-11-09 00:04:46,2019-11-10 12:04:46
N26915,2019-11-09 00:04:46,2019-11-10 12:04:46
N23452,2019-11-09 00:04:46,2019-11-10 12:04:46
N57987,2019-11-09 00:04:46,2019-11-10 12:04:46
N45543,2019-11-09 00:05:52,2019-11-10 12:05:52
N34937,2019-11-09 00:05:52,2019-11-10 12:05:52
N40973,2019-11-09 00:05:52,2019-11-10 12:05:52
N31978,2019-11-09 00:05:52,2019-11-10 12:05:52
N62155,2019-11-09 00:05:52,2019-11-10 12:05:52
N35854,2019-11-09 00:05:52,2019-11-10 12:05:52
N679,2019-11-09 00:05:52,2019-11-10 12:05:52
N60374,2019-11-09 00:05:52,2019-11-10 12:05:52
N10263,2019-11-09 00:05:52,2019-11-10 12:05:52
N5370,2019-11-09 00:05:52,2019-11-10 12:05:52
N23784,2019-11-09 00:05:52,2019-11-10 12:05:52
N37746,2019-11-09 00:05:52,2019-11-10 12:05:52
N28448,2019-11-09 00:05:52,2019-11-10 12:05:52
N29749,2019-11-09 00:05:52,2019-11-10 12:05:52
N8170,2019-11-09 00:05:52,2019-11-10 12:05:52
N42336,2019-11-09 00:05:52,2019-11-10 12:05:52
N42759,2019-11-09 00:05:52,2019-11-10 12:05:52
N58890,2019-11-09 00:05:52,2019-11-10 12:05:52
N17913,2019-11-09 00:05:52,2019-11-10 12:05:52
N3590,2019-11-09 00:05:52,2019-11-10 12:05:52
N23107,2019-11-09 00:05:52,2019-11-10 12:05:52
N5827,2019-11-09 00:05:52,2019-11-10 12:05:52
N41128,2019-11-09 00:05:52,2019-11-10 12:05:52
N4080,2019-11-09 00:05:52,2019-11-10 12:05:52
N43373,2019-11-09 00:05:52,2019-11-10 12:05:52
N58183,2019-11-09 00:05:52,2019-11-10 12:05:52
N28324,2019-11-09 00:05:52,2019-11-10 12:05:52
N51223,2019-11-09 00:05:52,2019-11-10 12:05:52
N43388,2019-11-09 00:05:52,2019-11-10 12:05:52
N18595,2019-11-09 00:06:44,2019-11-10 12:06:44
N15855,2019-11-09 00:06:44,2019-11-10 12:06:44
N8519,2019-11-09 00:06:44,2019-11-10 12:06:44
N28983,2019-11-09 00:06:44,2019-11-10 12:06:44
N41651,2019-11-09 00:06:44,2019-11-10 12:06:44
N1774,2019-11-09 00:06:44,2019-11-10 12:06:44
N34930,2019-11-09 00:06:44,2019-11-10 12:06:44
N49879,2019-11-09 00:06:44,2019-11-10 12:06:44
N17340,2019-11-09 00:06:44,2019-11-10 12:06:44
N4247,2019-11-09 00:06:44,2019-11-10 12:06:44
N54274,2019-11-09 00:06:44,2019-11-10 12:06:44
N46564,2019-11-09 00:06:44,2019-11-10 12:06:44
N35106,2019-11-09 00:06:44,2019-11-10 12:06:44
N6926,2019-11-09 00:06:44,2019-11-10 12:06:44
N43665,2019-11-09 00:06:44,2019-11-10 12:06:44
N8855,2019-11-09 00:06:44,2019-11-10 12:06:44
N8399,2019-11-09 00:06:44,2019-11-10 12:06:44
N11363,2019-11-09 00:06:44,2019-11-10 12:06:44
N26066,2019-11-09 00:06:44,2019-11-10 12:06:44
N37250,2019-11-09 00:06:44,2019-11-10 12:06:44
N42488,2019-11-09 00:06:44,2019-11-10 12:06:44
N34451,2019-11-09 00:06:44,2019-11-10 12:06:44
N12523,2019-11-09 00:06:44,2019-11-10 12:06:44
N64273,2019-11-09 00:06:44,2019-11-10 12:06:44
N17000,2019-11-09 00:06:44,2019-11-10 12:06:44
N9340,2019-11-09 00:06:44,2019-11-10 12:06:44
N44628,2019-11-09 00:08:23,2019-11-10 12:08:23
N46489,2019-11-09 00:08:23,2019-11-10 12:08:23
N59761,2019-11-09 00:08:23,2019-11-10 12:08:23
N64228,2019-11-09 00:08:23,2019-11-10 12:08:23
N39587,2019-11-09 00:08:23,2019-11-10 12:08:23
N48578,2019-11-09 00:08:23,2019-11-10 12:08:23
N22549,2019-11-09 00:08:23,2019-11-10 12:08:23
N46567,2019-11-09 00:08:23,2019-11-10 12:08:23
N22664,2019-11-09 00:08:23,2019-11-10 12:08:23
N58553,2019-11-09 00:08:23,2019-11-10 12:08:23
N52294,2019-11-09 00:08:23,2019-11-10 12:08:23
N19099,2019-11-09 00:08:23,2019-11-10 12:08:23
N35486,2019-11-09 00:08:23,2019-11-10 12:08:23
N27714,2019-11-09 00:08:23,2019-11-10 12:08:23
N26702,2019-11-09 00:08:23,2019-11-10 12:08:23
N7328,2019-11-09 00:10:13,2019-11-10 12:10:13
N46966,2019-11-09 00:10:13,2019-11-10 12:10:13
N50389,2019-11-09 00:10:13,2019-11-10 12:10:13
N3449,2019-11-09 00:10:13,2019-11-10 12:10:13
N27143,2019-11-09 00:10:13,2019-11-10 12:10:13
N48015,2019-11-09 00:10:13,2019-11-10 12:10:13
N64598,2019-11-09 00:10:13,2019-11-10 12:10:13
N12608,2019-11-09 00:10:13,2019-11-10 12:10:13
N51185,2019-11-09 00:10:13,2019-11-10 12:10:13
N62853,2019-11-09 00:10:13,2019-11-10 12:10:13
N27845,2019-11-09 00:10:50,2019-11-10 12:10:50
N11708,2019-11-09 00:11:00,2019-11-10 12:11:00
N20816,2019-11-09 00:11:00,2019-11-10 12:11:00
N61822,2019-11-09 00:11:40,2019-11-10 12:11:40
N12283,2019-11-09 00:11:40,2019-11-10 12:11:40
N18378,2019-11-09 00:11:40,2019-11-10 12:11:40
N22371,2019-11-09 00:11:40,2019-11-10 12:11:40
N43528,2019-11-09 00:11:40,2019-11-10 12:11:40
N55940,2019-11-09 00:11:40,2019-11-10 12:11:40
N2108,2019-11-09 00:14:30,2019-11-10 12:14:30
N48476,2019-11-09 00:14:30,2019-11-10 12:14:30
N60780,2019-11-09 00:16:38,2019-11-10 12:16:38
N29922,2019-11-09 00:16:38,2019-11-10 12:16:38
N16260,2019-11-09 00:16:38,2019-11-10 12:16:38
N16283,2019-11-09 00:16:38,2019-11-10 12:16:38
N1183,2019-11-09 00:16:38,2019-11-10 12:16:38
N5948,2019-11-09 00:16:38,2019-11-10 12:16:38
N7364,2019-11-09 00:16:38,2019-11-10 12:16:38
N63697,2019-11-09 00:16:38,2019-11-10 12:16:38
N24054,2019-11-09 00:16:38,2019-11-10 12:16:38
N53372,2019-11-09 00:16:38,2019-11-10 12:16:38
N11484,2019-11-09 00:16:38,2019-11-10 12:16:38
N4819,2019-11-09 00:16:38,2019-11-10 12:16:38
N63025,2019-11-09 00:16:38,2019-11-10 12:16:38
N35305,2019-11-09 00:16:38,2019-11-10 12:16:38
N36323,2019-11-09 00:16:38,2019-11-10 12:16:38
N17650,2019-11-09 00:16:38,2019-11-10 12:16:38
N44805,2019-11-09 00:16:38,2019-11-10 12:16:38
N64502,2019-11-09 00:16:38,2019-11-10 12:16:38
N17627,2019-11-09 00:16:38,2019-11-10 12:16:38
N48510,2019-11-09 00:16:38,2019-11-10 12:16:38
N31371,2019-11-09 00:16:38,2019-11-10 12:16:38
N27770,2019-11-09 00:16:38,2019-11-10 12:16:38
N45445,2019-11-09 00:16:38,2019-11-10 12:16:38
N11644,2019-11-09 00:16:38,2019-11-10 12:16:38
N52656,2019-11-09 00:16:38,2019-11-10 12:16:38
N5905,2019-11-09 00:16:38,2019-11-10 12:16:38
N46092,2019-11-09 00:16:38,2019-11-10 12:16:38
N45171,2019-11-09 00:16:38,2019-11-10 12:16:38
N37111,2019-11-09 00:16:38,2019-11-10 12:16:38
N41555,2019-11-09 00:16:38,2019-11-10 12:16:38
N15960,2019-11-09 00:16:38,2019-11-10 12:16:38
N13176,2019-11-09 00:16:38,2019-11-10 12:16:38
N2810,2019-11-09 00:17:01,2019-11-10 12:17:01
N22816,2019-11-09 00:17:01,2019-11-10 12:17:01
N34689,2019-11-09 00:17:03,2019-11-10 12:17:03
N14884,2019-11-09 00:17:03,2019-11-10 12:17:03
N35671,2019-11-09 00:17:03,2019-11-10 12:17:03
N28934,2019-11-09 00:17:03,2019-11-10 12:17:03
N3135,2019-11-09 00:17:03,2019-11-10 12:17:03
N9457,2019-11-09 00:17:06,2019-11-10 12:17:06
N62070,2019-11-09 00:17:06,2019-11-10 12:17:06
N29198,2019-11-09 00:17:28,2019-11-10 12:17:28
N46046,2019-11-09 00:17:28,2019-11-10 12:17:28
N10116,2019-11-09 00:17:28,2019-11-10 12:17:28
N53296,2019-11-09 00:17:28,2019-11-10 12:17:28
N23184,2019-11-09 00:17:28,2019-11-10 12:17:28
N37022,2019-11-09 00:17:28,2019-11-10 12:17:28
N58574,2019-11-09 00:17:28,2019-11-10 12:17:28
N54490,2019-11-09 00:17:28,2019-11-10 12:17:28
N46175,2019-11-09 00:17:28,2019-11-10 12:17:28
N53017,2019-11-09 00:17:28,2019-11-10 12:17:28
N23577,2019-11-09 00:17:28,2019-11-10 12:17:28
N50595,2019-11-09 00:17:28,2019-11-10 12:17:28
N26376,2019-11-09 00:17:28,2019-11-10 12:17:28
N61688,2019-11-09 00:17:28,2019-11-10 12:17:28
N36707,2019-11-09 00:17:28,2019-11-10 12:17:28
N55897,2019-11-09 00:17:28,2019-11-10 12:17:28
N21428,2019-11-09 00:17:28,2019-11-10 12:17:28
N56154,2019-11-09 00:17:28,2019-11-10 12:17:28
N15020,2019-11-09 00:17:28,2019-11-10 12:17:28
N3113,2019-11-09 00:17:28,2019-11-10 12:17:28
N44324,2019-11-09 00:18:04,2019-11-10 12:18:04
N26162,2019-11-09 00:18:23,2019-11-10 12:18:23
N61363,2019-11-09 00:18:23,2019-11-10 12:18:23
N24171,2019-11-09 00:19:15,2019-11-10 12:19:15
N17419,2019-11-09 00:19:15,2019-11-10 12:19:15
N53617,2019-11-09 00:19:15,2019-11-10 12:19:15
N18251,2019-11-09 00:19:15,2019-11-10 12:19:15
N4034,2019-11-09 00:19:15,2019-11-10 12:19:15
N64859,2019-11-09 00:19:15,2019-11-10 12:19:15
N30725,2019-11-09 00:19:15,2019-11-10 12:19:15
N41615,2019-11-09 00:19:15,2019-11-10 12:19:15
N29156,2019-11-09 00:19:15,2019-11-10 12:19:15
N11384,2019-11-09 00:19:15,2019-11-10 12:19:15
N509,2019-11-09 00:19:15,2019-11-10 12:19:15
N30963,2019-11-09 00:19:15,2019-11-10 12:19:15
N9632,2019-11-09 00:19:15,2019-11-10 12:19:15
N6767,2019-11-09 00:19:15,2019-11-10 12:19:15
N1019,2019-11-09 00:19:46,2019-11-10 12:19:46
N34799,2019-11-09 00:19:46,2019-11-10 12:19:46
N47422,2019-11-09 00:20:12,2019-11-10 12:20:12
N47520,2019-11-09 00:22:32,2019-11-10 12:22:32
N64734,2019-11-09 00:23:17,2019-11-10 12:23:17
N45964,2019-11-09 00:23:17,2019-11-10 12:23:17
N5939,2019-11-09 00:23:17,2019-11-10 12:23:17
N4633,2019-11-09 00:24:15,2019-11-10 12:24:15
N44737,2019-11-09 00:24:15,2019-11-10 12:24:15
N28091,2019-11-09 00:24:15,2019-11-10 12:24:15
N26091,2019-11-09 00:24:15,2019-11-10 12:24:15
N56227,2019-11-09 00:24:15,2019-11-10 12:24:15
N32753,2019-11-09 00:24:15,2019-11-10 12:24:15
N36424,2019-11-09 00:24:15,2019-11-10 12:24:15
N41039,2019-11-09 00:24:20,2019-11-10 12:24:20
N28932,2019-11-09 00:24:20,2019-11-10 12:24:20
N57250,2019-11-09 00:24:20,2019-11-10 12:24:20
N12761,2019-11-09 00:24:20,2019-11-10 12:24:20
N2516,2019-11-09 00:24:20,2019-11-10 12:24:20
N20413,2019-11-09 00:24:20,2019-11-10 12:24:20
N26220,2019-11-09 00:24:20,2019-11-10 12:24:20
N35256,2019-11-09 00:24:20,2019-11-10 12:24:20
N1920,2019-11-09 00:25:07,2019-11-10 12:25:07
N22487,2019-11-09 00:25:07,2019-11-10 12:25:07
N33347,2019-11-09 00:26:16,2019-11-10 12:26:16
N57368,2019-11-09 00:26:16,2019-11-10 12:26:16
N28132,2019-11-09 00:26:16,2019-11-10 12:26:16
N25212,2019-11-09 00:26:16,2019-11-10 12:26:16
N61742,2019-11-09 00:26:16,2019-11-10 12:26:16
N53237,2019-11-09 00:26:16,2019-11-10 12:26:16
N60858,2019-11-09 00:26:16,2019-11-10 12:26:16
N53018,2019-11-09 00:26:16,2019-11-10 12:26:16
N64462,2019-11-09 00:26:16,2019-11-10 12:26:16
N42970,2019-11-09 00:26:16,2019-11-10 12:26:16
N33533,2019-11-09 00:26:16,2019-11-10 12:26:16
N31688,2019-11-09 00:26:16,2019-11-10 12:26:16
N36741,2019-11-09 00:26:16,2019-11-10 12:26:16
N24983,2019-11-09 00:26:16,2019-11-10 12:26:16
N14713,2019-11-09 00:26:16,2019-11-10 12:26:16
N26940,2019-11-09 00:26:16,2019-11-10 12:26:16
N7891,2019-11-09 00:26:16,2019-11-10 12:26:16
N29952,2019-11-09 00:27:33,2019-11-10 12:27:33
N5791,2019-11-09 00:28:07,2019-11-10 12:28:07
N10350,2019-11-09 00:28:07,2019-11-10 12:28:07
N54228,2019-11-09 00:28:07,2019-11-10 12:28:07
N31630,2019-11-09 00:28:07,2019-11-10 12:28:07
N62391,2019-11-09 00:28:07,2019-11-10 12:28:07
N49908,2019-11-09 00:28:07,2019-11-10 12:28:07
N101,2019-11-09 00:28:07,2019-11-10 12:28:07
N22430,2019-11-09 00:28:07,2019-11-10 12:28:07
N35622,2019-11-09 00:28:07,2019-11-10 12:28:07
N65088,2019-11-09 00:28:45,2019-11-10 12:28:45
N47851,2019-11-09 00:28:45,2019-11-10 12:28:45
N1294,2019-11-09 00:28:45,2019-11-10 12:28:45
N32490,2019-11-09 00:28:45,2019-11-10 12:28:45
N55380,2019-11-09 00:28:45,2019-11-10 12:28:45
N39985,2019-11-09 00:28:45,2019-11-10 12:28:45
N37593,2019-11-09 00:30:41,2019-11-10 12:30:41
N28757,2019-11-09 00:30:41,2019-11-10 12:30:41
N39978,2019-11-09 00:30:41,2019-11-10 12:30:41
N24429,2019-11-09 00:30:41,2019-11-10 12:30:41
N57420,2019-11-09 00:30:41,2019-11-10 12:30:41
N2348,2019-11-09 00:30:41,2019-11-10 12:30:41
N21384,2019-11-09 00:30:41,2019-11-10 12:30:41
N3243,2019-11-09 00:31:12,2019-11-10 12:31:12
N29069,2019-11-09 00:31:12,2019-11-10 12:31:12
N349,2019-11-09 00:31:12,2019-11-10 12:31:12
N3469,2019-11-09 00:31:12,2019-11-10 12:31:12
N23110,2019-11-09 00:31:12,2019-11-10 12:31:12
N62621,2019-11-09 00:31:12,2019-11-10 12:31:12
N3707,2019-11-09 00:31:12,2019-11-10 12:31:12
N8878,2019-11-09 00:31:12,2019-11-10 12:31:12
N41526,2019-11-09 00:31:12,2019-11-10 12:31:12
N37738,2019-11-09 00:31:12,2019-11-10 12:31:12
N48486,2019-11-09 00:31:12,2019-11-10 12:31:12
N195,2019-11-09 00:31:12,2019-11-10 12:31:12
N59653,2019-11-09 00:31:12,2019-11-10 12:31:12
N29344,2019-11-09 00:31:12,2019-11-10 12:31:12
N39837,2019-11-09 00:31:17,2019-11-10 12:31:17
N49953,2019-11-09 00:31:17,2019-11-10 12:31:17
N13974,2019-11-09 00:31:17,2019-11-10 12:31:17
N25854,2019-11-09 00:31:17,2019-11-10 12:31:17
N41795,2019-11-09 00:31:17,2019-11-10 12:31:17
N60291,2019-11-09 00:31:17,2019-11-10 12:31:17
N57972,2019-11-09 00:31:17,2019-11-10 12:31:17
N4661,2019-11-09 00:31:17,2019-11-10 12:31:17
N50515,2019-11-09 00:31:17,2019-11-10 12:31:17
N37242,2019-11-09 00:31:17,2019-11-10 12:31:17
N45428,2019-11-09 00:31:17,2019-11-10 12:31:17
N36636,2019-11-09 00:31:17,2019-11-10 12:31:17
N60826,2019-11-09 00:31:17,2019-11-10 12:31:17
N20331,2019-11-09 00:31:17,2019-11-10 12:31:17
N23394,2019-11-09 00:31:17,2019-11-10 12:31:17
N17331,2019-11-09 00:31:17,2019-11-10 12:31:17
N40356,2019-11-09 00:31:17,2019-11-10 12:31:17
N17629,2019-11-09 00:31:17,2019-11-10 12:31:17
N26514,2019-11-09 00:31:29,2019-11-10 12:31:29
N61140,2019-11-09 00:31:29,2019-11-10 12:31:29
N49707,2019-11-09 00:31:29,2019-11-10 12:31:29
N59893,2019-11-09 00:31:29,2019-11-10 12:31:29
N33630,2019-11-09 00:31:29,2019-11-10 12:31:29
N38488,2019-11-09 00:31:29,2019-11-10 12:31:29
N29857,2019-11-09 00:31:29,2019-11-10 12:31:29
N22029,2019-11-09 00:31:29,2019-11-10 12:31:29
N59857,2019-11-09 00:31:29,2019-11-10 12:31:29
N27441,2019-11-09 00:31:29,2019-11-10 12:31:29
N18132,2019-11-09 00:31:29,2019-11-10 12:31:29
N50254,2019-11-09 00:31:29,2019-11-10 12:31:29
N64646,2019-11-09 00:31:29,2019-11-10 12:31:29
N3737,2019-11-09 00:31:29,2019-11-10 12:31:29
N7733,2019-11-09 00:31:41,2019-11-10 12:31:41
N62269,2019-11-09 00:31:49,2019-11-10 12:31:49
N26124,2019-11-09 00:32:56,2019-11-10 12:32:56
N63261,2019-11-09 00:32:56,2019-11-10 12:32:56
N24381,2019-11-09 00:32:56,2019-11-10 12:32:56
N5135,2019-11-09 00:32:56,2019-11-10 12:32:56
N17355,2019-11-09 00:33:02,2019-11-10 12:33:02
N1583,2019-11-09 00:34:32,2019-11-10 12:34:32
N10867,2019-11-09 00:34:48,2019-11-10 12:34:48
N37651,2019-11-09 00:34:48,2019-11-10 12:34:48
N8236,2019-11-09 00:34:48,2019-11-10 12:34:48
N57187,2019-11-09 00:36:31,2019-11-10 12:36:31
N36478,2019-11-09 00:36:31,2019-11-10 12:36:31
N53095,2019-11-09 00:36:31,2019-11-10 12:36:31
N58941,2019-11-09 00:36:31,2019-11-10 12:36:31
N18870,2019-11-09 00:36:31,2019-11-10 12:36:31
N50,2019-11-09 00:36:31,2019-11-10 12:36:31
N15811,2019-11-09 00:36:31,2019-11-10 12:36:31
N63943,2019-11-09 00:36:31,2019-11-10 12:36:31
N50372,2019-11-09 00:36:31,2019-11-10 12:36:31
N45462,2019-11-09 00:36:31,2019-11-10 12:36:31
N49323,2019-11-09 00:36:31,2019-11-10 12:36:31
N54692,2019-11-09 00:36:31,2019-11-10 12:36:31
N27993,2019-11-09 00:36:31,2019-11-10 12:36:31
N54283,2019-11-09 00:36:31,2019-11-10 12:36:31
N40171,2019-11-09 00:36:31,2019-11-10 12:36:31
N38311,2019-11-09 00:36:31,2019-11-10 12:36:31
N10359,2019-11-09 00:36:31,2019-11-10 12:36:31
N50872,2019-11-09 00:36:31,2019-11-10 12:36:31
N39707,2019-11-09 00:36:31,2019-11-10 12:36:31
N10969,2019-11-09 00:36:31,2019-11-10 12:36:31
N9836,2019-11-09 00:36:31,2019-11-10 12:36:31
N41400,2019-11-09 00:36:31,2019-11-10 12:36:31
N43671,2019-11-09 00:36:31,2019-11-10 12:36:31
N37589,2019-11-09 00:36:31,2019-11-10 12:36:31
N31025,2019-11-09 00:36:31,2019-11-10 12:36:31
N59407,2019-11-09 00:36:31,2019-11-10 12:36:31
N49108,2019-11-09 00:36:31,2019-11-10 12:36:31
N55714,2019-11-09 00:36:31,2019-11-10 12:36:31
N23009,2019-11-09 00:36:31,2019-11-10 12:36:31
